Progress,Duration (in seconds),Finished,TA_ID,S1,S2,S3,S4,S5,S6,S7,Eng,I1,I2,I3,I4,I5,I6,I7,inst,C1,C2,C3,C4,C5,course,St_Year,St_Gender,Gender_3_TEXT,St_Race,Race_9_TEXT,Race_7_TEXT,Int'l,first_gen
100,334,1,83,4,4,5,6,3,3,5,4.285714286,6,5,5,4,5,3,5,4.714285714,5,2,2,3,4,3.2,3,0,,5,,,0,2
100,199,1,40,4,4,1,6,4,5,6,4.285714286,5,,,,5,4,6,5,3,4,1,5,3,3.2,4,0,,5,,,0,1
100,239,1,51,5,5,4,5,5,5,5,4.857142857,6,5,5,5,6,5,5,5.285714286,3,4,4,2,3,3.2,1,0,,5,,,0,2
100,142,1,70,2,3,1,2,2,2,4,2.285714286,4,3,4,3,1,3,2,2.857142857,3,3,3,3,3,3,2,0,,5,,,0,2
100,320,1,5,2,3,3,5,3,5,5,3.714285714,5,4,4,3,,3,5,4,3,5,1,4,2,3,1,0,,5,,,0,2
100,406,1,44,3,4,2,5,2,,5,3.5,5,,,,4,4,4,4.25,,5,1,,,3,2,0,,5,,,0,2
100,388,1,82,5,4,4,2,5,4,5,4.142857143,6,4,5,5,4,5,6,5,3,4,2,4,2,3,1,0,,5,,,0,2
100,188,1,14,2,4,1,2,1,5,5,2.857142857,4,2,2,2,4,2,4,2.857142857,2,5,1,2,4,2.8,2,0,,5,,,0,2
100,229,1,85,3,3,5,2,4,5,6,4,6,6,5,5,5,5,5,5.285714286,1,1,2,5,5,2.8,1,0,,5,,,0,2
100,234,1,20,4,5,4,3,2,5,6,4.142857143,6,4,4,4,6,6,6,5.142857143,2,1,2,5,,2.5,3,0,,5,,,0,2
100,343,1,38,5,5,3,4,2,5,5,4.142857143,5,3,3,4,2,4,4,3.571428571,3,1,2,3,1,2,1,0,,5,,,0,2
100,192,1,47,5,6,5,6,5,5,6,5.428571429,6,6,5,6,5,5,6,5.571428571,6,6,6,6,6,6,1,0,,6,,,0,2
100,308,1,58,5,6,5,5,3,6,6,5.142857143,6,5,4,4,4,5,6,4.857142857,5,5,5,5,6,5.2,1,0,,6,,,0,2
100,265,1,43,5,5,6,6,6,6,6,5.714285714,6,6,6,6,6,6,5,5.857142857,6,5,5,5,5,5.2,1,0,,6,,,1,2
100,447,1,38,5,2,4,5,5,1,1,3.285714286,6,5,5,,6,5,5,5.333333333,5,4,5,5,6,5,1,0,,6,,,1,2
100,403,1,49,5,4,5,6,6,5,6,5.285714286,6,6,5,5,,6,6,5.666666667,5,5,5,5,5,5,1,0,,6,,,0,2
100,190,1,83,2,2,4,6,5,4,3,3.714285714,4,4,5,4,2,4,4,3.857142857,5,5,4,4,2,4,1,0,,6,,,0,2
100,277,1,49,4,5,5,5,5,5,4,4.714285714,5,4,5,5,,4,5,4.666666667,4,4,3,3,,3.5,1,0,,6,,,1,2
100,438,1,21,2,2,2,,,5,,2.75,,,,,,,,,2,5,3,4,,3.5,1,0,,6,,,0,2
100,367,1,37,4,4,4,5,5,5,6,4.714285714,6,4,4,4,,4,5,4.5,4,4,2,2,4,3.2,2,0,,6,,,0,1
100,245,1,14,5,5,3,5,3,5,5,4.428571429,4,4,4,2,1,4,3,3.142857143,3,3,3,3,3,3,2,0,,6,,,0,2
100,302,1,70,5,3,3,4,4,2,3,3.428571429,5,5,5,4,4,5,5,4.714285714,2,3,3,3,4,3,3,0,,6,,,0,2
100,124,1,36,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5.714285714,5,6,5,5,5,5.2,3,0,,7,,,0,2
100,215,1,31,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,,5,,white,0,2
100,437,1,49,5,2,6,5,6,4,5,4.714285714,6,5,5,5,5,6,6,5.428571429,6,6,6,6,6,6,1,0,,8,,,0,1
100,165,1,51,6,6,5,6,6,6,6,5.857142857,6,5,6,5,6,6,6,5.714285714,6,6,6,6,6,6,1,0,,8,,,0,2
100,564,1,41,6,6,6,6,6,6,6,6,6,6,6,6,,5,6,5.833333333,6,6,6,6,6,6,1,0,,8,,,0,2
100,452,1,68,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,5.857142857,6,6,6,6,6,6,2,0,,8,,,0,1
100,143,1,69,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,2
100,207,1,13,6,5,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,8,,,0,2
100,217,1,14,5,5,5,5,4,4,5,4.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,8,,,0,2
100,312,1,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,2,0,,8,,,0,1
100,1427,1,33,6,5,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,8,,,0,1
100,254,1,25,4,6,6,5,6,6,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,,8,,,0,2
100,297,1,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,3,0,,8,,,0,2
100,241,1,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,,8,,,0,2
100,399,1,50,5,5,6,6,6,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,2
100,171,1,51,5,6,6,6,5,6,6,5.714285714,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,,8,,,0,2
100,183,1,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,6,6,6,1,0,,8,,,0,1
100,159,1,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,1
100,333,1,34,5,5,6,6,6,6,6,5.714285714,6,6,6,6,,6,6,6,6,6,6,6,6,6,3,0,,8,,,0,2
100,162,1,34,5,5,6,6,6,5,6,5.571428571,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,2
100,224,1,83,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,1
100,252,1,11,5,6,6,6,6,6,6,5.857142857,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,,8,,,0,1
100,279,1,10,5,6,5,6,5,6,6,5.571428571,6,6,5,6,6,5,5,5.571428571,6,5,6,6,6,5.8,2,0,,8,,,0,2
100,240,1,84,5,6,6,5,6,6,6,5.714285714,6,5,5,6,6,5,6,5.571428571,6,6,6,5,6,5.8,1,0,,8,,,0,1
100,315,1,12,4,5,5,6,6,4,6,5.142857143,6,5,6,6,5,6,6,5.714285714,5,6,6,6,6,5.8,2,0,,8,,,0,1
100,255,1,53,6,5,6,6,6,5,6,5.714285714,6,6,6,6,5,6,6,5.857142857,6,6,6,5,6,5.8,1,0,,8,,,0,1
100,542,1,49,5,5,6,6,6,5,5,5.428571429,6,6,6,6,,6,6,6,6,6,5,6,6,5.8,1,0,,8,,,0,1
100,253,1,32,5,4,5,4,5,5,5,4.714285714,6,6,6,6,6,6,6,6,6,6,6,5,6,5.8,2,0,,8,,,0,1
100,252,1,14,5,4,5,4,5,5,6,4.857142857,6,6,6,6,6,6,6,6,5,6,6,6,6,5.8,2,0,,8,,,0,1
100,199,1,21,5,6,6,6,6,6,6,5.857142857,6,6,6,6,,,6,6,6,6,6,5,6,5.8,2,0,,8,,,0,2
100,235,1,80,5,4,5,5,5,6,6,5.142857143,6,6,6,6,6,6,6,6,6,6,5,6,6,5.8,4,0,,8,,,0,1
100,357,1,25,6,5,6,5,5,6,6,5.571428571,6,5,5,6,5,5,6,5.428571429,6,6,,5,6,5.75,1,0,,8,,,0,1
100,14349,1,19,6,4,6,6,6,6,6,5.714285714,4,5,6,4,5,5,6,5,6,6,6,6,4,5.6,2,0,,8,,,0,1
100,371,1,41,5,5,6,6,6,5,5,5.428571429,5,5,5,5,5,5,5,5,5,6,5,6,6,5.6,2,0,,8,,,0,1
100,128,1,81,4,6,5,5,5,5,5,5,5,5,6,6,6,5,4,5.285714286,5,6,6,6,5,5.6,3,0,,8,,,0,2
100,291,1,61,5,5,5,5,5,5,5,5,6,5,5,5,5,6,6,5.428571429,5,6,5,6,6,5.6,3,0,,8,,,0,2
100,203,1,77,6,5,5,6,4,5,6,5.285714286,6,6,6,6,4,5,6,5.571428571,6,6,6,5,5,5.6,2,0,,8,,,0,1
100,144,1,83,5,6,5,6,6,5,6,5.571428571,6,6,6,6,5,5,6,5.714285714,6,6,5,6,5,5.6,1,0,,8,,,0,2
100,289,1,35,6,5,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,5,6,5,6,6,5.6,1,0,,8,,,0,2
100,451,1,36,6,4,6,6,6,5,6,5.571428571,6,6,6,6,6,6,6,6,6,6,4,6,6,5.6,3,0,,8,,,0,1
100,490,1,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,5.6,3,0,,8,,,0,2
100,316,1,22,5,6,6,6,6,5,6,5.714285714,6,6,6,6,6,6,6,6,5,6,6,5,6,5.6,1,0,,8,,,0,2
100,373,1,30,5,4,4,5,5,,6,4.833333333,6,5,6,5,5,5,5,5.285714286,5,6,5,,6,5.5,2,0,,8,,,0,1
100,352,1,30,5,5,5,4,5,4,6,4.857142857,6,5,6,6,6,6,6,5.857142857,5,6,5,,6,5.5,4,0,,8,,,0,2
100,308,1,22,4,3,3,5,4,5,6,4.285714286,4,5,5,5,,5,5,4.833333333,5,6,5,5,6,5.4,2,0,,8,,,1,2
100,631,1,39,4,5,4,5,5,5,4,4.571428571,6,5,4,4,6,4,5,4.857142857,5,5,6,5,6,5.4,1,0,,8,,,0,2
100,367,1,82,2,5,5,6,4,5,6,4.714285714,6,4,5,5,4,6,5,5,6,6,5,5,5,5.4,1,0,,8,,,0,2
100,431,1,35,5,3,5,5,6,4,6,4.857142857,6,5,5,4,6,5,5,5.142857143,5,6,5,5,6,5.4,1,0,,8,,,0,1
100,166,1,43,3,5,6,6,6,6,6,5.428571429,6,5,5,5,5,5,5,5.142857143,6,5,6,5,5,5.4,1,0,,8,,,0,2
100,387,1,50,6,4,6,6,6,5,5,5.428571429,5,5,5,5,5,6,5,5.142857143,5,6,6,4,6,5.4,1,0,,8,,,0,2
100,311,1,52,3,5,5,5,5,6,6,5,6,5,5,6,,5,6,5.5,6,6,5,5,5,5.4,1,0,,8,,,0,2
100,267,1,45,6,5,6,6,5,5,5,5.428571429,6,5,5,6,6,5,6,5.571428571,6,6,5,5,5,5.4,1,0,,8,,,0,2
100,305,1,25,5,6,6,6,6,6,6,5.857142857,6,6,6,6,5,5,5,5.571428571,6,6,5,5,5,5.4,2,0,,8,,,0,1
100,319,1,69,5,5,6,6,5,6,6,5.571428571,6,6,6,6,5,6,6,5.857142857,6,6,5,4,6,5.4,1,0,,8,,,1,2
100,517,1,41,6,5,5,5,5,5,5,5.142857143,6,6,6,6,5,6,6,5.857142857,6,5,6,5,5,5.4,5,0,,8,,,0,1
100,307,1,51,5,5,5,5,5,6,6,5.285714286,6,6,6,5,6,6,6,5.857142857,6,5,5,6,5,5.4,1,0,,8,,,0,1
100,17279,1,40,6,5,5,5,5,5,5,5.142857143,6,5,6,6,6,6,6,5.857142857,6,6,5,5,5,5.4,3,0,,8,,,0,1
100,237,1,45,5,6,6,6,6,5,5,5.571428571,6,6,6,6,6,6,6,6,6,5,5,5,6,5.4,1,0,,8,,,0,1
100,186,1,51,5,5,5,6,5,6,6,5.428571429,6,6,6,6,6,6,6,6,5,6,5,5,6,5.4,1,0,,8,,,0,2
100,218,1,46,6,6,6,6,5,6,6,5.857142857,6,6,6,6,6,6,6,6,5,6,5,5,6,5.4,1,0,,8,,,0,2
100,312,1,35,5,4,5,5,5,4,5,4.714285714,6,5,4,5,5,,6,5.166666667,5,6,,,5,5.333333333,1,0,,8,,,1,1
100,309,1,6,5,6,5,6,6,5,4,5.285714286,6,4,5,4,4,4,6,4.714285714,5,6,5,5,5,5.2,3,0,,8,,,0,2
100,534,1,39,4,4,5,5,4,4,6,4.571428571,6,5,5,4,4,5,6,5,5,6,5,5,5,5.2,1,0,,8,,,0,2
100,208,1,58,5,5,5,5,4,6,6,5.142857143,6,4,5,5,,5,6,5.166666667,5,6,6,4,5,5.2,1,0,,8,,,0,1
100,303,1,69,5,5,5,6,5,5,6,5.285714286,6,5,5,5,5,5,6,5.285714286,5,5,5,5,6,5.2,1,0,,8,,,0,2
100,317,1,24,4,4,5,5,4,5,6,4.714285714,6,6,5,5,5,5,5,5.285714286,5,6,5,5,5,5.2,4,0,,8,,,0,1
100,195,1,31,6,4,4,6,5,5,5,5,6,5,5,5,6,5,5,5.285714286,5,6,5,5,5,5.2,2,0,,8,,,0,2
100,272,1,31,4,6,5,5,5,5,5,5,6,6,5,5,5,5,5,5.285714286,5,5,5,5,6,5.2,1,0,,8,,,0,2
100,310,1,37,5,4,5,5,4,6,5,4.857142857,6,5,5,5,5,6,5,5.285714286,5,5,5,5,6,5.2,1,0,,8,,,0,2
100,379,1,44,4,6,5,5,5,5,6,5.142857143,6,5,5,5,,5,6,5.333333333,5,6,5,5,5,5.2,1,0,,8,,,0,1
100,326,1,14,4,5,5,6,6,6,6,5.428571429,6,5,5,5,5,6,6,5.428571429,5,5,5,5,6,5.2,2,0,,8,,,0,1
100,340,1,34,5,5,6,5,5,6,6,5.428571429,5,5,5,6,5,6,6,5.428571429,5,5,6,5,5,5.2,2,0,,8,,,0,1
100,333,1,63,6,5,6,5,5,5,6,5.428571429,6,5,5,6,6,5,6,5.571428571,5,6,5,5,5,5.2,2,0,,8,,,0,1
100,402,1,6,2,5,5,5,6,5,4,4.571428571,6,6,6,6,5,5,6,5.714285714,5,5,6,5,5,5.2,3,0,,8,,,0,1
100,261,1,31,5,5,5,6,4,6,5,5.142857143,6,6,5,5,6,6,6,5.714285714,5,5,6,4,6,5.2,1,0,,8,,,0,2
100,315,1,22,4,6,6,6,5,6,6,5.571428571,6,6,6,6,5,5,6,5.714285714,5,6,4,6,5,5.2,1,0,,8,,,0,2
100,329,1,69,5,5,5,6,6,5,5,5.285714286,6,5,6,6,,6,6,5.833333333,6,6,4,5,5,5.2,1,0,,8,,,0,2
100,519,1,35,5,5,5,5,5,5,5,5,6,6,5,6,6,6,6,5.857142857,5,5,5,6,5,5.2,3,0,,8,,,0,2
100,439,1,86,5,6,6,6,6,6,6,5.857142857,6,5,6,6,6,6,6,5.857142857,6,6,5,6,3,5.2,1,0,,8,,,0,2
100,258,1,80,4,4,5,4,4,5,6,4.571428571,6,6,6,6,6,6,6,6,6,5,5,5,5,5.2,4,0,,8,,,0,2
100,851,1,46,5,6,6,5,5,6,6,5.571428571,6,6,6,6,6,6,6,6,5,4,6,6,5,5.2,1,0,,8,,,0,2
100,1475,1,46,6,5,6,6,5,6,6,5.714285714,6,6,6,6,6,6,6,6,5,6,5,4,6,5.2,1,0,,8,,,0,2
100,293,1,44,5,4,5,5,5,5,5,4.857142857,5,4,5,5,4,5,5,4.714285714,5,5,5,5,,5,1,0,,8,,,0,2
100,354,1,47,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.857142857,5,5,5,5,5,5,2,0,,8,,,0,2
100,385,1,61,5,2,4,5,5,4,6,4.428571429,5,4,5,5,6,5,5,5,6,5,4,5,5,5,4,0,,8,,,0,1
100,265,1,39,5,5,5,4,5,5,5,4.857142857,6,5,5,5,5,4,5,5,5,6,4,5,5,5,1,0,,8,,,0,2
100,211,1,50,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,8,,,0,2
100,277,1,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,0,,8,,,0,2
100,196,1,50,5,5,5,5,5,5,5,5,6,4,4,5,6,5,5,5,5,5,5,5,5,5,1,0,,8,,,0,2
100,218,1,50,5,4,5,5,5,5,5,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,,8,,,0,2
100,474,1,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,,8,,,0,1
100,218,1,37,5,5,5,5,5,6,6,5.285714286,6,5,4,5,5,5,5,5,5,5,,5,5,5,1,0,,8,,,0,2
100,296,1,85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,8,,,0,1
100,147,1,40,4,4,4,5,5,5,5,4.571428571,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,,8,,,0,2
100,240,1,83,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,,8,,,0,1
100,324,1,69,5,3,5,5,5,5,5,4.714285714,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,1,0,,8,,,0,2
100,168,1,68,3,5,5,5,5,6,5,4.857142857,5,6,6,5,5,4,5,5.142857143,5,5,5,5,5,5,3,0,,8,,,1,2
100,210,1,47,5,5,5,5,6,5,5,5.142857143,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,2,0,,8,,,0,2
100,709,1,32,4,5,5,5,5,5,5,4.857142857,5,5,5,5,5,5,6,5.142857143,5,5,5,5,5,5,2,0,,8,,,0,1
100,310,1,14,4,5,5,4,4,4,4,4.285714286,5,5,5,5,6,5,5,5.142857143,5,5,5,5,5,5,2,0,,8,,,0,1
100,228,1,18,5,4,5,5,5,5,5,4.857142857,6,5,5,5,5,5,5,5.142857143,5,5,5,5,5,5,2,0,,8,,,0,1
100,534,1,46,5,5,5,5,4,5,6,5,6,5,5,5,5,5,5,5.142857143,5,5,6,4,5,5,1,0,,8,,,0,2
100,281,1,6,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5.285714286,5,5,5,5,5,5,3,0,,8,,,0,1
100,217,1,14,4,3,4,4,5,5,5,4.285714286,6,6,5,5,5,5,5,5.285714286,5,5,5,5,5,5,5,0,,8,,,0,2
100,282,1,12,4,2,5,6,4,4,6,4.428571429,6,4,5,5,6,6,5,5.285714286,4,6,5,5,5,5,1,0,,8,,,0,2
100,282,1,13,6,5,5,6,6,6,6,5.714285714,6,5,5,5,5,6,6,5.428571429,5,5,5,5,5,5,2,0,,8,,,0,2
100,309,1,39,5,5,5,5,5,6,6,5.285714286,6,5,6,5,5,5,6,5.428571429,5,5,5,5,5,5,1,0,,8,,,0,2
100,385,1,39,5,5,5,4,5,4,6,4.857142857,6,5,5,6,5,5,6,5.428571429,5,6,5,5,4,5,1,0,,8,,,0,2
100,275,1,34,6,5,5,6,5,5,5,5.285714286,6,6,5,5,5,5,6,5.428571429,6,5,5,4,5,5,4,0,,8,,,0,2
100,210,1,19,5,5,4,5,4,4,6,4.714285714,6,6,5,5,6,5,6,5.571428571,5,4,5,5,6,5,2,0,,8,,,0,1
100,338,1,77,5,2,4,5,6,4,5,4.428571429,6,6,6,6,,5,5,5.666666667,5,5,5,5,5,5,2,0,,8,,,1,2
100,195,1,77,5,5,5,5,5,5,5,5,6,6,5,6,5,6,6,5.714285714,5,5,,5,5,5,2,0,,8,,,0,1
100,345,1,78,6,5,6,5,5,5,6,5.428571429,6,6,5,6,5,6,6,5.714285714,6,4,5,5,5,5,3,0,,8,,,1,1
100,446,1,42,5,5,6,6,6,5,5,5.428571429,6,6,6,6,,6,6,6,5,5,5,,,5,1,0,,8,,,0,1
100,146,1,68,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,0,,8,,,0,2
100,212,1,68,5,5,5,5,5,6,6,5.285714286,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,0,,8,,,0,2
100,315,1,6,6,4,5,5,5,5,6,5.142857143,6,6,6,6,6,6,6,6,5,5,5,5,5,5,2,0,,8,,,0,2
100,192,1,32,4,4,4,5,5,6,6,4.857142857,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,0,,8,,,0,2
100,310,1,39,5,5,5,4,5,4,5,4.714285714,6,6,6,6,6,6,6,6,5,5,5,5,5,5,2,0,,8,,,0,1
100,500,1,72,5,6,4,4,4,3,5,4.428571429,5,5,5,5,2,,5,4.5,5,4,5,5,5,4.8,5,0,,8,,,0,1
100,394,1,39,4,5,4,6,5,5,5,4.857142857,5,4,4,4,5,5,5,4.571428571,4,5,5,5,5,4.8,5,0,,8,,,0,1
100,349,1,13,5,6,5,5,4,5,6,5.142857143,5,4,5,5,5,5,5,4.857142857,5,5,4,5,5,4.8,1,0,,8,,,0,1
100,337,1,70,5,3,5,5,5,4,,4.5,5,5,5,5,,5,5,5,5,5,5,4,5,4.8,2,0,,8,,,0,1
100,417,1,34,5,4,5,5,4,4,4,4.428571429,5,5,5,5,5,5,5,5,5,5,4,5,5,4.8,1,0,,8,,,0,1
100,237,1,68,5,5,4,4,4,4,5,4.428571429,6,5,5,5,5,5,5,5.142857143,5,5,4,5,5,4.8,2,0,,8,,,0,2
100,247,1,44,5,5,5,6,5,4,6,5.142857143,6,5,5,5,4,6,6,5.285714286,5,6,4,4,5,4.8,2,0,,8,,,0,2
100,293,1,24,5,5,4,5,6,5,5,5,5,5,6,5,5,5,6,5.285714286,5,4,5,5,5,4.8,5,0,,8,,,0,2
100,253,1,36,5,3,5,6,5,4,4,4.571428571,6,5,6,6,4,5,5,5.285714286,5,5,4,5,5,4.8,2,0,,8,,,0,2
100,709,1,40,4,5,5,5,5,5,5,4.857142857,5,6,6,5,5,5,5,5.285714286,4,5,5,5,5,4.8,4,0,,8,,,0,1
100,270,1,85,4,2,4,5,6,4,5,4.285714286,6,5,5,6,5,4,6,5.285714286,5,4,4,5,6,4.8,1,0,,8,,,0,2
100,566,1,18,5,6,5,6,6,6,6,5.714285714,6,6,5,6,4,5,6,5.428571429,6,5,4,5,4,4.8,2,0,,8,,,0,1
100,421,1,57,5,6,6,5,5,6,6,5.571428571,6,6,6,5,6,6,6,5.857142857,5,6,4,3,6,4.8,1,0,,8,,,0,1
100,374,1,8,6,6,6,5,4,6,6,5.571428571,6,6,6,6,6,6,6,6,5,4,5,5,5,4.8,1,0,,8,,,0,2
100,414,1,77,5,5,5,5,5,6,6,5.285714286,6,6,6,6,6,6,6,6,5,5,4,5,5,4.8,2,0,,8,,,0,1
100,84,1,56,4,4,6,6,6,6,6,5.428571429,6,6,6,6,6,6,6,6,5,5,5,5,4,4.8,3,0,,8,,,0,1
100,554,1,21,5,3,4,5,5,5,5,4.571428571,5,5,4,5,,5,5,4.833333333,5,5,5,4,4,4.6,1,0,,8,,,0,1
100,276,1,30,3,4,4,5,5,5,4,4.285714286,5,5,5,5,5,6,5,5.142857143,5,5,4,4,5,4.6,3,0,,8,,,0,1
100,175,1,46,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5.285714286,5,5,5,4,4,4.6,1,0,,8,,,0,2
100,292,1,14,6,5,5,5,3,5,5,4.857142857,6,5,5,6,6,5,5,5.428571429,5,6,3,5,4,4.6,2,0,,8,,,0,2
100,499,1,38,4,5,5,4,6,4,5,4.714285714,6,5,5,6,5,6,5,5.428571429,5,4,4,6,4,4.6,1,0,,8,,,0,2
100,173,1,64,5,6,6,6,6,6,6,5.857142857,6,6,6,6,5,6,6,5.857142857,5,4,5,5,4,4.6,4,0,,8,,,1,2
100,236,1,81,5,3,5,5,5,4,5,4.571428571,6,6,6,6,6,6,6,6,6,4,3,5,5,4.6,1,0,,8,,,0,1
100,180,1,84,5,6,5,5,5,5,6,5.285714286,6,6,6,6,,6,6,6,2,4,6,6,5,4.6,1,0,,8,,,0,2
100,815,1,45,5,4,2,5,3,2,4,3.571428571,6,4,3,4,2,5,2,3.714285714,3,5,5,5,4,4.4,1,0,,8,,,0,1
100,306,1,6,3,5,,5,4,5,5,4.5,5,4,4,4,5,5,5,4.571428571,4,4,4,5,5,4.4,3,0,,8,,,0,2
100,236,1,69,4,6,4,6,4,5,5,4.857142857,5,4,,6,4,5,5,4.833333333,5,5,4,3,5,4.4,1,0,,8,,,0,2
100,241,1,54,5,5,4,5,4,5,6,4.857142857,6,5,5,4,4,4,6,4.857142857,5,5,4,4,4,4.4,3,0,,8,,,0,1
100,424,1,1,5,5,5,5,5,6,6,5.285714286,6,5,4,5,5,4,5,4.857142857,5,6,5,3,3,4.4,1,0,,8,,,0,2
100,339,1,37,5,4,5,3,2,3,6,4,6,5,5,4,6,5,5,5.142857143,5,5,4,3,5,4.4,1,0,,8,,,0,1
100,267,1,17,4,5,5,4,5,5,6,4.857142857,6,6,5,5,4,5,6,5.285714286,4,4,4,5,5,4.4,3,0,,8,,,0,1
100,300,1,69,5,5,6,5,4,5,5,5,6,4,6,5,6,6,5,5.428571429,5,4,4,4,5,4.4,1,0,,8,,,0,1
100,377,1,38,3,2,4,4,,5,6,4,6,6,5,4,6,6,6,5.571428571,4,4,4,5,5,4.4,3,0,,8,,,0,2
100,283,1,18,4,6,5,5,5,6,6,5.285714286,6,6,5,6,6,6,6,5.857142857,5,4,5,3,5,4.4,3,0,,8,,,0,1
100,368,1,8,5,5,5,5,4,6,6,5.142857143,6,6,6,6,5,6,6,5.857142857,4,5,4,4,5,4.4,3,0,,8,,,0,1
100,380,1,82,3,3,4,5,4,4,5,4,6,3,4,5,4,4,5,4.428571429,5,4,3,4,5,4.2,1,0,,8,,,0,1
100,271,1,68,5,5,4,5,5,3,5,4.571428571,6,5,4,4,4,5,5,4.714285714,5,4,3,4,5,4.2,3,0,,8,,,0,2
100,923,1,38,5,4,4,5,4,5,6,4.714285714,5,5,5,5,4,5,6,5,4,3,4,5,5,4.2,1,0,,8,,,0,1
100,500,1,67,4,2,5,3,4,5,5,4,6,5,5,5,5,6,5,5.285714286,4,5,4,4,4,4.2,1,0,,8,,,0,1
100,326,1,62,6,6,6,5,5,3,6,5.285714286,6,5,5,6,6,6,6,5.714285714,4,5,4,3,5,4.2,2,0,,8,,,0,2
100,191,1,40,4,4,2,4,4,5,5,4,5,2,4,2,2,3,4,3.142857143,4,4,4,4,4,4,2,0,,8,,,0,2
100,555,1,41,5,5,4,5,4,3,3,4.142857143,3,2,4,3,4,4,4,3.428571429,5,3,4,3,5,4,1,0,,8,,,0,1
100,247,1,31,4,6,3,4,5,6,6,4.857142857,5,4,3,4,3,,4,3.833333333,3,5,4,4,4,4,1,0,,8,,,0,1
100,352,1,35,3,3,3,3,5,4,4,3.571428571,5,4,4,4,4,4,4,4.142857143,4,4,4,4,4,4,2,0,,8,,,0,1
100,343,1,40,4,5,4,5,4,5,6,4.714285714,6,4,4,3,5,5,5,4.571428571,4,4,3,4,5,4,1,0,,8,,,0,2
100,258,1,15,3,5,5,4,2,5,6,4.285714286,5,5,4,4,5,5,,4.666666667,3,3,5,4,5,4,1,0,,8,,,0,2
100,352,1,52,5,5,5,5,5,4,6,5,6,5,6,5,,4,5,5.166666667,4,4,3,5,4,4,2,0,,8,,,0,1
100,224,1,52,5,6,3,3,5,6,6,4.857142857,6,6,4,6,6,6,6,5.714285714,2,6,3,5,4,4,1,0,,8,,,0,2
100,515,1,70,5,5,5,6,6,5,5,5.285714286,6,4,5,4,,4,5,4.666666667,3,3,5,4,4,3.8,4,0,,8,,,0,1
100,293,1,38,4,4,5,5,4,5,5,4.571428571,5,5,4,5,4,5,5,4.714285714,5,4,3,3,4,3.8,1,0,,8,,,0,2
100,272,1,38,1,3,4,3,4,4,3,3.142857143,5,5,5,5,4,4,5,4.714285714,5,4,3,4,3,3.8,1,0,,8,,,0,1
100,250,1,25,6,5,5,5,4,4,6,5,5,4,5,5,5,5,5,4.857142857,3,5,4,2,5,3.8,4,0,,8,,,0,2
